imu_index,timestamp,dt,pose_index,has_pose_match,update_applied,skip_reason,omega_hat_x,omega_hat_y,omega_hat_z,a_hat_W_x,a_hat_W_y,a_hat_W_z,q_norm,P_min_eigenvalue,P_symmetry_error,r_position_x,r_position_y,r_position_z,r_theta_x,r_theta_y,r_theta_z,position_residual_norm,attitude_residual_norm,NIS,delta_p_x,delta_p_y,delta_p_z,delta_v_x,delta_v_y,delta_v_z,delta_theta_x,delta_theta_y,delta_theta_z,delta_bg_x,delta_bg_y,delta_bg_z,delta_ba_x,delta_ba_y,delta_ba_z
9106,1786181279.6098304,0.0042612552642822266,9077,True,True,,-0.004562000158257595,0.0019076540668152885,-0.0009685090384658774,0.13876550677096922,-0.034294406631751775,-0.07043855877682148,1.0,3.163215263066681e-09,0.0,0.0005651912504370214,-0.001707974115346074,-0.00017046801151214975,-0.0003173331047579809,-0.0001790518354307837,9.630065292354505e-05,0.0018071181674731939,0.0003768735529325097,2.9724710173715034,3.727352090041121e-05,-5.377914078094395e-05,-7.383522423525294e-06,0.0002542182162240021,-0.0001615983320616609,-3.2964857704256866e-05,-1.9415141538559894e-05,-6.170083050156204e-06,5.006490503711774e-06,5.933310279699243e-06,3.83825818693663e-06,-2.0971246477874323e-06,-2.9901289044730876e-05,9.113558886635321e-05,1.0867016469233013e-05
9107,1786181279.6155682,0.005737781524658203,9078,True,True,,-0.006698463468537294,-0.0002267131913716476,-0.005227469913818091,0.09852047212143514,-0.03357449719546425,-0.007904754248828638,1.0,3.1788489613145624e-09,0.0,0.0005140823295783463,-0.0016900087506764479,-0.00017172535117501546,-0.00027541551446827033,-0.00017746409307508562,9.920363933890489e-05,0.0017747957108309254,0.00034232816419171267,2.7264552533469937,3.420583018458723e-05,-5.3526972642760314e-05,-7.47445381337867e-06,0.00023294772511302215,-0.000162266961430899,-3.328666883667197e-05,-1.6972328151495038e-05,-6.153946274364261e-06,5.196941123109983e-06,5.187798478286675e-06,3.827243999074372e-06,-2.1770291314221836e-06,-2.7472950771875323e-05,9.050983570024865e-05,1.101920451787913e-05
9108,1786181279.620036,0.00446772575378418,9079,True,True,,0.0018184657329844195,-0.002361069435370722,-0.0020294998846866683,-0.0114007606934198,-0.013823186007351683,0.045349657883150485,1.0,3.1695926183764993e-09,0.0,0.00046721050242463404,-0.0016645929601074062,-0.00017028057094619665,-0.0002705387232153666,-0.00016471139508639226,9.304405158850036e-05,0.001737282604890977,0.0003301185241187018,2.5807238297158355,3.084849520043949e-05,-5.253752200806596e-05,-7.369041957204384e-06,0.0002099918905968995,-0.00015937450225683727,-3.276019517562709e-05,-1.656016352900151e-05,-5.69369542416706e-06,4.8467516477145404e-06,5.061895281083255e-06,3.5407761912767072e-06,-2.0302473795372786e-06,-2.478601646689075e-05,8.883084949195764e-05,1.0887731342628312e-05
9109,1786181279.625568,0.005532026290893555,9080,True,True,,-0.0035129191622966637,0.0008311817884380009,-0.0030927346373071304,-0.10030047329944504,-0.0335366816687457,0.014977635194552974,1.0,3.1762818099128686e-09,0.0,-0.0010516685613721176,-0.0010839599128947032,0.00016339623376723355,6.443752538121072e-05,0.0002903172236756689,2.0357953866075066e-05,0.0015191030856892196,0.0002980783979519747,2.142343489513586,-7.026205682069026e-05,-3.348968556547473e-05,6.971572400820787e-06,-0.00048096503503952724,-0.0001110806006986752,3.122958934351555e-05,4.248387280692376e-06,1.0530332918565053e-05,9.855275343008397e-07,-1.2911719684075484e-06,-6.5495483324931605e-06,-4.1278040286695897e-07,5.6529010023123973e-05,5.509737776009518e-05,-8.895222054530464e-06
9110,1786181279.6301205,0.004552602767944336,9081,True,True,,0.0018146950096717437,0.0008377313367704943,0.0032992661430957353,-0.12898085128076356,-0.002305713227723405,0.024483533450558426,1.0,3.1641465423868743e-09,0.0,-0.0010217277577572632,-0.001067210162379411,0.00015838524377074625,4.791113647732121e-05,0.0002859335869867368,1.4382153055843428e-05,0.0014859175707628912,0.0002902763157616756,2.04701567091243,-6.785479560304519e-05,-3.287711961300923e-05,6.733563624689449e-06,-0.0004644386037666136,-0.00010847491529355101,3.016467898196739e-05,3.1786245736901523e-06,1.0327281325914619e-05,6.954834912426511e-07,-9.647725808975188e-07,-6.423003294606013e-06,-2.9128395185691865e-07,5.4611999425968724e-05,5.4186387809356384e-05,-8.584116801994832e-06
9111,1786181279.6353607,0.005240201950073242,9082,True,True,,-0.0024453982177473584,0.0029746833400651003,0.0011690264270475918,-0.011524058341133086,0.0027126500566648937,0.02844418038950458,1.0,3.1657109894239505e-09,0.0,-0.0009973046466649742,-0.0010541157010163192,0.00015421876205705398,4.5566221750922655e-05,0.0002720362813829436,7.575933993930488e-06,0.0014593011669833905,0.00027593008848111276,1.9234714036059344,-6.646663677119352e-05,-3.2552690286797824e-05,6.572536391634183e-06,-0.0004550860965613619,-0.00010734411617988016,2.9441289783710304e-05,3.0368971075252878e-06,9.828462616029361e-06,3.683828456625926e-07,-9.215519648313764e-07,-6.112718799071364e-06,-1.5417613108994602e-07,5.3468251857108625e-05,5.3671267157379825e-05,-8.37051528103965e-06
9112,1786181279.6397254,0.004364728927612305,9083,True,True,,-0.0013792126657825273,0.0019155330588641714,-0.0009613463968213155,0.08665617292964264,-0.01886856166505991,-0.012734768304447641,1.0,3.1507228944760206e-09,0.0,-0.0009657209454943388,-0.001037602497003267,0.00014945194125515898,5.2562204969243803e-05,0.0002538590264944834,7.418043935567073e-06,0.0014253321609711998,0.00025934960593720907,1.7797979247571756,-6.385321203120096e-05,-3.1961207760633995e-05,6.336030272438861e-06,-0.00043748474340326286,-0.0001056624719160873,2.8369793627807788e-05,3.4471553922378475e-06,9.119466885442261e-06,3.595745851467393e-07,-1.046856854570343e-06,-5.671882299404516e-06,-1.504640634943513e-07,5.135126416801581e-05,5.26703620995416e-05,-8.06538781873195e-06
9113,1786181279.6455739,0.005848407745361328,9084,True,True,,0.003948157191072043,-0.0023398530588364234,-0.0009611959327578221,0.09602183014102808,-0.04335593141406531,-0.07244894932504486,1.0,3.164589461283452e-09,0.0,-0.0009457978314362098,-0.001025694697881472,0.000145771071369186,4.400303120162754e-05,0.0002404060625215434,1.0657007675883161e-05,0.001402794481190927,0.0002446322003838568,1.6723067250809909,-6.327420900964223e-05,-3.178061552749282e-05,6.228384950909953e-06,-0.00043364163983909156,-0.0001047867728052749,2.7883823723689834e-05,2.9408862392004845e-06,8.676385315780828e-06,5.228174403696451e-07,-8.923922368486546e-07,-5.396321725566523e-06,-2.189563643424264e-07,5.084412134185928e-05,5.241832774470246e-05,-7.918018575282484e-06
9114,1786181279.6499681,0.0043942928314208984,9085,True,True,,0.002883784583308892,-0.004464985737110857,0.00010428502360651862,0.00543889454922337,-0.03362498475426977,0.009520413881844547,1.0,3.150228689256098e-09,0.0,-0.0009131661129047237,-0.0010083415014629504,0.00014200555518925975,5.036227791406597e-05,0.00023331695564506383,9.667934280473492e-06,0.0013677684420378654,0.0002388862276930712,1.589894722283188,-6.060383990920274e-05,-3.116503049317608e-05,6.035561432232249e-06,-0.0004153604306941946,-0.0001029984730371169,2.7003434201594237e-05,3.3130552721457977e-06,8.377551621989023e-06,4.725660549167267e-07,-1.0060551061158641e-06,-5.2103743986495555e-06,-1.9797166921721086e-07,4.8712527890730244e-05,5.137808207820125e-05,-7.67542814894206e-06
9115,1786181279.6555707,0.005602598190307617,9086,True,True,,0.007145848638415008,-0.003394512362712207,0.00010448299527573632,-0.10945059922406739,0.014211704809047558,0.064965347683696,1.0,3.15950711517037e-09,0.0,-0.0008897525370383536,-0.0009963788613237788,0.00013809696759150246,9.034401759161203e-06,0.00024398140287760952,2.611757446738074e-06,0.001342944967195985,0.0002441625823958965,1.5839814847251783,-5.9509387093928176e-05,-3.085261912748723e-05,5.901773336845107e-06,-0.00040746129689506644,-0.0001004794372446217,2.640940962940859e-05,7.256383711018634e-07,8.794943458545491e-06,1.2892278702135237e-07,-2.1652624115368612e-07,-5.469482089852424e-06,-5.414677062087005e-08,4.7874413941509693e-05,5.108244126002221e-05,-7.494876227458098e-06
9116,1786181279.6598227,0.004251956939697266,9087,True,True,,-0.005637107835343838,0.003002544119377645,-0.0020259898579536445,-0.17700812757381548,0.005877854145378932,0.010411887223366278,1.0,3.1427934763760616e-09,0.0,-0.0008571083312409796,-0.0009785732756681584,0.00013358812261894584,2.6253988018184446e-05,0.00023437498036056186,2.3133154281030063e-05,0.001307702616744136,0.00023697266959053035,1.4962104775738487,-5.6766168285575143e-05,-3.0220620357373834e-05,5.672311997743669e-06,-0.0003887453871275571,-9.90446641978211e-05,2.5376426419104256e-05,1.7925530349333728e-06,8.397749827646594e-06,1.1339708383400127e-06,-5.42218848935004e-07,-5.222482382656478e-06,-4.75055227965822e-07,4.567911049334695e-05,4.995370968415467e-05,-7.201543484678751e-06
9117,1786181279.6655915,0.005768775939941406,9088,True,True,,0.003950814383505096,0.0019425036017603012,0.007561866197274319,-0.10734139307587626,0.015944404171094124,0.02183765077075961,1.0,3.155680694243431e-09,0.0,-0.000833234782577923,-0.0009665449473551281,0.0001291681938481509,1.1647902762058275e-05,0.00023268390764905191,-5.511851088711793e-06,0.001282643270928203,0.0002330404579037962,1.443379555969402,-5.575588443058388e-05,-2.9989670376575527e-05,5.522936744164969e-06,-0.0003816831686751196,-9.775477329434144e-05,2.4713953927602334e-05,8.857318927383812e-07,8.377189003901246e-06,-2.7254398137598736e-07,-2.654194565005171e-07,-5.209541628418006e-06,1.1404291900348939e-07,4.486815203472115e-05,4.964989652961193e-05,-6.998534187182984e-06
9118,1786181279.6698427,0.004251241683959961,9089,True,True,,-0.00030997819703840326,0.004078241143388719,-0.0020256288456446843,0.08160390336008198,0.04696070949727367,-0.025228484765568382,1.0,3.139197390841966e-09,0.0,-0.0008005695686301561,-0.000948636361407261,0.00012442332299837221,1.812174778905192e-05,0.00021699547777500065,-4.562339691362522e-06,0.0012475190354085338,0.00021779864568263548,1.3259179899241869,-5.30533915263052e-05,-2.9331472528621037e-05,5.285515137041097e-06,-0.0003633734263474244,-9.58375051977011e-05,2.3637843840748854e-05,1.2789510768988433e-06,7.764161327482712e-06,-2.2417228127953484e-07,-3.8554415258421675e-07,-4.828453994586602e-06,9.380803994446278e-08,4.268463539066233e-05,4.85332242469425e-05,-6.6936033370034376e-06
9119,1786181279.6756415,0.005798816680908203,9090,True,True,,0.003951465347114181,0.0008872755973833059,-0.0009604576536846269,0.2278926272515363,0.0016625186659757893,-0.04737583008862778,1.0,3.152885018670727e-09,0.0,-0.0007772867149725641,-0.0009357341639430368,0.0001211695455397956,-8.05783395329804e-06,0.0002041070448102773,-2.777870343617251e-06,0.0012224790884139225,0.0002042849260049537,1.2354001721631873,-5.207757411000224e-05,-2.904635677234016e-05,5.183517530846833e-06,-0.000356778424613753,-9.395340682319453e-05,2.3165376350719468e-05,-3.6278924375194565e-07,7.336944954085111e-06,-1.3760704950277032e-07,1.1538773900123076e-07,-4.5628444430616785e-06,5.74709764966583e-08,4.18655387209686e-05,4.819866109012091e-05,-6.5588030683509185e-06
9120,1786181279.6796732,0.004031658172607422,9091,True,True,,-0.0035055020406248205,-0.0012386905581736325,-0.000960515124661122,0.19199433781277028,-0.03966419481449291,-0.07310534261067936,1.0,3.132446820395826e-09,0.0,-0.0007439978989184793,-0.0009187899567509733,0.00011645314260403262,4.6045721852427507e-07,0.0001898270099860481,-1.0840288585309916e-05,0.0011879685150053103,0.00019013683913883203,1.1344570266657796,-4.922353002038057e-05,-2.8384277500596495e-05,4.939481605699713e-06,-0.0003374107527475327,-9.20998267289159e-05,2.205795909976252e-05,1.6968736605566214e-07,6.771842273367048e-06,-5.336291970411021e-07,-4.721210986575743e-08,-4.21155569696565e-06,2.233967005640453e-07,3.956815051664969e-05,4.7064141421054834e-05,-6.2462603715622445e-06
9121,1786181279.6855862,0.0059130191802978516,9092,True,True,,0.0007556031714850454,-0.004430271002476667,-0.004156534521361688,0.029509610779275622,-0.013106517860451387,-0.0027594735488332134,1.0,3.148721874425156e-09,0.0,-0.0007200067018779937,-0.0009062425885974952,0.00011292124788250986,-4.135375102502295e-06,0.00019334084539054285,-5.800381086477811e-06,0.0011629430288541474,0.00019347203478621027,1.114181555807032,-4.821627265598574e-05,-2.817091373470048e-05,4.828136598121299e-06,-0.00033026174806555117,-9.122942786597933e-05,2.1555158793067247e-05,-1.1930066942416144e-07,6.9407725359831025e-06,-2.8841673761400567e-07,4.0891966977591286e-08,-4.316402632917988e-06,1.2067670980517943e-07,3.8778039808329403e-05,4.673331503462777e-05,-6.0979033174658145e-06
9122,1786181279.6901047,0.0045185089111328125,9093,True,True,,-0.0003097017204819321,-0.0012301625998437488,-0.003091389198071493,-0.15687650161076566,-0.005697557009027754,0.0966570462250047,1.0,3.1377098478730034e-09,0.0,-0.0006902499633997597,-0.0008890183179146305,0.00010841397188098619,-8.58667623486293e-06,0.00019001224987302102,-1.5726546392853113e-06,0.0011307308127313678,0.0001902126687504915,1.0610100811019405,-4.592018579603067e-05,-2.755955514264242e-05,4.615486513160168e-06,-0.00031445425180924504,-8.907037651524346e-05,2.060256795251793e-05,-4.005060853802251e-07,6.795685577372778e-06,-7.76613845585486e-08,1.2658382489576065e-07,-4.226100443377508e-06,3.242305997778589e-08,3.6952180154530286e-05,4.574644851702635e-05,-5.822930345579609e-06
9123,1786181279.6953106,0.005205869674682617,9094,True,True,,-0.0013750933043068278,-0.00016067049940037123,-0.0009608916211314694,-0.2412507480792367,0.014981871388257817,0.02999153307261615,1.0,3.140339318633758e-09,0.0,-0.000663606832586313,-0.0008746356632442047,0.00010482192154291029,2.958140513847677e-06,0.00018402908389989126,7.521598178665676e-06,0.001102882227125733,0.00018420648402131288,1.0042720380925743,-4.427251522754815e-05,-2.7192501182701548e-05,4.469976527564281e-06,-0.00030314274980600847,-8.828712426153107e-05,1.9952226937314597e-05,3.2205444884221374e-07,6.5883081107400375e-06,3.7445984481329006e-07,-9.397350934359346e-08,-4.0971238374016885e-06,-1.5687956906775473e-07,3.5630009662340185e-05,4.507735225361232e-05,-5.635312867267357e-06
9124,1786181279.699855,0.004544496536254883,9095,True,True,,0.003951323669202516,-0.00015657337556296974,0.0022350582584375993,-0.14804206754166524,0.010196021847962514,-0.004128815337697489,0.9999999999999999,3.130351575542023e-09,0.0,-0.0006352751907753289,-0.0008588927063023499,0.00010084255158640618,-3.361167537818651e-06,0.000178080736651041,9.029286409603527e-06,0.0010730519415035147,0.0001783411736713128,0.9474181110207119,-4.213256243672206e-05,-2.6629981058054295e-05,4.28277288177022e-06,-0.0002884993822002258,-8.621895642792135e-05,1.9111479602204658e-05,-7.75222571446365e-08,6.352952482661433e-06,4.4793760792930454e-07,2.7898085968770905e-08,-3.9507721401789015e-06,-1.8768440550823204e-07,3.3922625640456744e-05,4.418169056600339e-05,-5.3949004292631464e-06
9125,1786181279.7055702,0.005715131759643555,9096,True,True,,0.0018207667711165468,-0.00015262260342279073,0.0033005109428431052,0.09621840875297982,0.015455734396308467,-0.010635710293433576,0.9999999999999999,3.143040406302825e-09,0.0,-0.0006111594619652803,-0.0008453410388317845,9.829485126722735e-05,8.287265770396912e-06,0.00017453090983110095,-2.1980816817424694e-06,0.0010477496063795672,0.00017474137696464652,0.9048050724066187,-4.092216261698205e-05,-2.6370964631468124e-05,4.1995919762448545e-06,-0.0002801141239660319,-8.578382035619166e-05,1.8724541804449632e-05,6.545196325250359e-07,6.2557862527380876e-06,-1.0939409508388838e-07,-1.954916797550891e-07,-3.890310549105103e-06,4.567776885632058e-08,3.295011713719507e-05,4.368877144871144e-05,-5.290413897954057e-06
9126,1786181279.7098424,0.0042722225189208984,9097,True,True,,0.006082020262796302,0.0009165307071263141,0.00010466926507424895,0.22293669207232214,0.022595715156988157,-0.042701775210716164,1.0,3.127754647093266e-09,0.0,-0.0005819801974451741,-0.0008283589279584128,9.408428777281028e-05,1.1608018848616035e-05,0.00016026938551910508,7.547229001946941e-06,0.0010167257825748552,0.00016086635043373486,0.8232095899041814,-3.860415881502795e-05,-2.574462191526999e-05,3.993331838846704e-06,-0.0002644090903138409,-8.385620911487378e-05,1.7789062245066027e-05,8.528632903246264e-07,5.711287526788125e-06,3.7516352034451026e-07,-2.5611986017950906e-07,-3.5518455740748036e-06,-1.572529015920871e-07,3.107449309292371e-05,4.2636023832717067e-05,-5.026095363996996e-06
9127,1786181279.7155983,0.005755901336669922,9098,True,True,,0.009278069382656483,-0.003340975447299611,0.004365884517975843,0.15835951908089746,-0.0548179848704274,-0.07270617629949605,1.0,3.141380057269044e-09,0.0,-0.0005580394750272794,-0.000815468723718623,9.105048826451613e-05,-1.2691525339407038e-05,0.00015372499987990003,-1.3947004662385199e-05,0.0009923142075296556,0.00015487727187217843,0.7769240448159014,-3.739589205694481e-05,-2.542773489257351e-05,3.888894805176174e-06,-0.0002561096412764914,-8.192447578063881e-05,1.73098320714046e-05,-6.73097337250674e-07,5.50504456419611e-06,-6.97442231532558e-07,2.0954181769702588e-07,-3.4236424496788324e-06,2.9173250267629414e-07,3.0093738789928178e-05,4.223708089385211e-05,-4.890797522161698e-06
9128,1786181279.7197697,0.0041713714599609375,9099,True,True,,0.0018210088408387845,-0.003337551804849932,-0.003091257214526834,-0.01851149638166868,-0.014374609711683474,0.021560303342296194,1.0,3.1242994388887176e-09,0.0,-0.000529565638264385,-0.0007978669279660872,8.691945610604657e-05,-1.7604256691329274e-05,0.0001561654514696015,-6.37470253352872e-06,0.000961554154388705,0.00015728380373944943,0.7512264327229075,-3.508750334945298e-05,-2.4750924381318627e-05,3.6847467228691074e-06,-0.00024012743137607443,-7.954180052377985e-05,1.639168502897973e-05,-9.759199572471938e-07,5.561118394304866e-06,-3.1597176189744536e-07,3.018259039345275e-07,-3.458339077958448e-06,1.3200644969472045e-07,2.8278647031852843e-05,4.1142780494356896e-05,-4.629061447435896e-06
9129,1786181279.725593,0.005823373794555664,9100,True,True,,-0.00030982198506515,-0.00013829846577197375,0.0001044027790234707,-0.17622143927685816,-0.011952624153591529,0.09208243592720322,1.0,3.149966119483077e-09,0.0,-5.669865206927964e-05,-0.0015742999828425065,0.0016911661220532712,-0.0014652985358341564,-0.00038645414796283474,0.0004659965133040612,0.0023112070494668126,0.0015854334921424314,21.18399818072589,-4.8028560856127776e-06,-4.759544779324576e-05,6.978942287962356e-05,-4.261552871854791e-05,-0.00010436357245127737,0.0003007861832536785,-8.387407007587989e-05,-1.2510182538492668e-05,2.5877061951941423e-05,2.560302640892582e-05,7.775435008736839e-06,-1.0832432052530782e-05,3.237531858482275e-06,8.734208364526849e-05,-9.903012615814225e-05
9130,1786181279.7301366,0.0045435428619384766,9101,True,True,,0.004990896988525924,-0.00014607390078071048,-0.002015291788923998,-0.1911537421055647,-0.021418441850058322,0.025308287139393926,0.9999999999999999,3.1498948846553592e-09,0.0,-5.405345897379135e-05,-0.0015474890658987508,0.0016540375786724803,-0.0014001223390998966,-0.000369323904336102,0.00045730497567549765,0.0022657194215444996,0.0015185093188842126,19.611764471303424,-4.566738246962835e-06,-4.671179543856975e-05,6.805866943416524e-05,-4.060870912621112e-05,-0.00010369787871751057,0.0002932962524048655,-8.008255367822188e-05,-1.1955384967295375e-05,2.5157513390424523e-05,2.4445811113024867e-05,7.430439183524052e-06,-1.0530911186597477e-05,3.086921538773809e-06,8.552158439034293e-05,-9.656508829412003e-05
9131,1786181279.7355783,0.0054416656494140625,9102,True,True,,-0.0024903998225871008,0.001977024660035765,0.0054520891222626,-0.040552898399574586,-0.04953938464025113,-0.011295436493160338,1.0,3.1668292408817107e-09,0.0,-5.107242578643485e-05,-0.0015250032645368373,0.0016236334365006392,-0.0013045744236924882,-0.0003562396867881639,0.0004305232143282485,0.002228099837450422,0.0014192150575127942,17.45399747399294,-4.376306210119962e-06,-4.626577936487174e-05,6.71165204834536e-05,-3.904776158482772e-05,-0.00010497177985143287,0.00028919445885939595,-7.534704406582015e-05,-1.1601943299618444e-05,2.3688512522147248e-05,2.299997524481445e-05,7.211569339714998e-06,-9.916152851222139e-06,2.959146545064503e-06,8.435771049093237e-05,-9.52109136649533e-05
9132,1786181279.7398734,0.0042951107025146484,9103,True,True,,0.0038781872021680847,0.00196981309069605,0.005462005275113823,0.16761549774850942,-0.005061547291521614,-0.020196419793840903,1.0,3.1610819712498826e-09,0.0,-4.7798677852173635e-05,-0.0014963175592287922,0.0015849525028538572,-0.0012239167359750177,-0.0003511524595053371,0.0003914508054487129,0.0021802122346146788,0.0013321088392105333,15.616337598174706,-4.1006752965577286e-06,-4.5298034406509514e-05,6.518778810854568e-05,-3.698305459704297e-05,-0.00010469702796646778,0.00028086936235690256,-7.035456202189885e-05,-1.1411241227028495e-05,2.130491384352144e-05,2.1476003591675235e-05,7.0938906484518556e-06,-8.918531064342897e-06,2.743280560343867e-06,8.229975708136337e-05,-9.246884370823295e-05
9133,1786181279.7456903,0.005816936492919922,9104,True,True,,0.00705250419857641,-0.0012330757999524013,-0.001985926193821836,0.22733654890187271,-0.016615175181504183,-0.04435242538498052,1.0,3.184451265688092e-09,0.0,-4.668771602878673e-05,-0.0014740568321019512,0.001557306242810386,-0.0011805155483808288,-0.0003404819456636881,0.00035771565557997956,0.0021448137497206195,0.0012796505013240272,14.49994366049691,-4.058444373461236e-06,-4.4854075360575596e-05,6.454711531268172e-05,-3.652101657123616e-05,-0.00010411481062437344,0.0002780592009655627,-6.878552279738684e-05,-1.1158964626228742e-05,1.9565107733626355e-05,2.099645001654182e-05,6.936539031645574e-06,-8.189755774671129e-06,2.7251280914699905e-06,8.141364058655411e-05,-9.153691083195363e-05
9134,1786181279.749661,0.003970623016357422,9105,True,True,,-0.0014906082514401322,-0.001240012338984047,-0.006238794438047165,0.0739706530982857,-0.05527439145537969,-0.04764925314654711,1.0,3.1715504850093383e-09,0.0,-4.3242081437916066e-05,-0.0014447093108807714,0.0015168169393696002,-0.0011017730083849224,-0.0003323572586305471,0.00034889645661792545,0.00209518221119578,0.0012025364222386441,13.06321791505678,-3.7501657540222704e-06,-4.3790470157014286e-05,6.237764110454973e-05,-3.413839086733709e-05,-0.00010367843225342932,0.0002687098350918988,-6.359186333762099e-05,-1.0842664173245916e-05,1.882651614421538e-05,1.9411366187043552e-05,6.738499986006945e-06,-7.880676914061478e-06,2.4940289311519084e-06,7.917786581261151e-05,-8.845514862430871e-05
9135,1786181279.7555683,0.005907297134399414,9106,True,True,,0.003816303382372824,-0.003377279838970054,-0.000904590761133103,-0.12691859633931338,-0.01141281698774166,0.03963523467913177,1.0,3.1960018631799583e-09,0.0,-4.070799561577999e-05,-0.0014224821123675069,0.0014888542196836566,-0.001070694596783377,-0.0003055018411144101,0.00032537095062437366,0.0020595629119748706,0.0011599933405048587,12.202248646052798,-3.592818492276848e-06,-4.3345321532444244e-05,6.174758075225805e-05,-3.2578993411431064e-05,-0.00010272727241615507,0.0002659209013202911,-6.267446023305812e-05,-1.0055105829461383e-05,1.7675829401014407e-05,1.9130663060294816e-05,6.248736934484979e-06,-7.398482535539881e-06,2.4325602031794867e-06,7.834894932564201e-05,-8.753933136001677e-05
9136,1786181279.75992,0.004351615905761719,9107,True,True,,-0.006855473280687471,0.0019427954240954603,-0.0019624572785975625,-0.2251152183271228,0.008234130190216321,0.0928966947569414,1.0,3.1896313476316346e-09,0.0,-3.8892890049229203e-05,-0.0013949898367607676,0.001450972888799531,-0.0009941795575992786,-0.00028990368523400625,0.0003202326213253958,0.0020131645798576606,0.0010839677445484664,10.91575979255421,-3.408537123343691e-06,-4.244097846198769e-05,5.989232943101357e-05,-3.094526683331045e-05,-0.00010256776698686395,0.00025788810990761015,-5.7870287345294165e-05,-9.520180142111294e-06,1.723783045430357e-05,1.7664240311209743e-05,5.915333220592255e-06,-7.215750728265319e-06,2.320511030333163e-06,7.641455988025458e-05,-8.48984275801729e-05
9137,1786181279.765572,0.005652189254760742,9108,True,True,,0.0005837144790013197,0.004067408090874868,0.003371081472130704,-0.17074602162016697,0.034695595391191596,0.0013577219323561707,1.0,3.2081883195314318e-09,0.0,-3.621464737420775e-05,-0.0013709619458094242,0.00142089409333166,-0.0009436848858774483,-0.00028349808246521367,0.0003140058440578403,0.0019747881359798575,0.0010341721310775408,10.08933736169572,-3.2479242307792223e-06,-4.191330796600494e-05,5.901405591714997e-05,-2.97208744591463e-05,-0.00010223008116934288,0.00025401909165185117,-5.548245659200999e-05,-9.371524773039362e-06,1.6978254574260726e-05,1.6934653023547482e-05,5.8230989002700155e-06,-7.1077808494667535e-06,2.1988916106179238e-06,7.532176132322993e-05,-8.36323561450075e-05
9138,1786181279.7697937,0.004221677780151367,9109,True,True,,-0.0015637491740222277,0.0029963199919745983,0.00763924725298017,0.004091544754497793,-0.02463104299272144,-0.047082689582824244,1.0,3.1986566077421234e-09,0.0,-3.412058040930775e-05,-0.0013434720123706272,0.0013833619130523504,-0.000877645927936447,-0.00027684519463936155,0.0002808273592772099,0.0019286709010389795,0.0009621692378874645,8.949232565067748,-3.054024651277896e-06,-4.096521256878156e-05,5.71182499552923e-05,-2.8184433764499776e-05,-0.00010164261762407958,0.00024583872295300504,-5.1207915672963756e-05,-9.11923197106132e-06,1.5033035818428672e-05,1.562983541617178e-05,5.666939769941742e-06,-6.293935013855631e-06,2.053204762381603e-06,7.336063936484612e-05,-8.093678422307607e-05
9139,1786181279.7755663,0.005772590637207031,9110,True,True,,0.0037469439905616,0.0008601240522046567,0.00018868718799402648,0.21726514507603303,0.03909658962941613,-0.02029743889766955,1.0,3.2189452230795878e-09,0.0,-3.351877315121293e-05,-0.0013206660212789802,0.001353354268071268,-0.0008380627553889033,-0.00026870503865954263,0.00026475563676776816,0.00189125620232192,0.000919046857875796,8.27513489742487,-3.032239362789595e-06,-4.0482776079415125e-05,5.627971084570436e-05,-2.7892567165398824e-05,-0.00010106623176824798,0.00024216542491753022,-4.944131361324932e-05,-8.915839163425887e-06,1.426156836381121e-05,1.5090036914787778e-05,5.540159525390462e-06,-5.971111055551932e-06,2.046132013783054e-06,7.239674826982578e-05,-7.972535570344498e-05
9140,1786181279.779757,0.004190683364868164,9111,True,True,,-0.0005292040463531873,0.0008545838926792663,0.0001946582990495771,0.22921553041201195,0.010486804538271673,-0.03200154838533287,0.9999999999999999,3.2082019699075427e-09,0.0,-3.0694374791268714e-05,-0.0012927575565754544,0.00131577709017381,-0.0007944048432454963,-0.0002633576793481759,0.00024964656335554414,0.0018448397208844524,0.0008733611674666969,7.590479486474604,-2.792168346909109e-06,-3.9477618708027026e-05,5.4378559973105124e-05,-2.6059123458655207e-05,-9.95285544028491e-05,0.0002339666516106679,-4.64787059895291e-05,-8.704600141333407e-06,1.3314275004446652e-05,1.4185721715797785e-05,5.408491877098731e-06,-5.574780653190083e-06,1.860888289755389e-06,7.045204791555833e-05,-7.70236636628243e-05
9141,1786181279.7855823,0.0058252811431884766,9112,True,True,,-0.002673918768068985,-0.0012813535991978322,0.00020023307970276627,0.0639688803352543,-0.02085419477723788,-0.03768971785705588,1.0,3.228910668183946e-09,0.0,-2.9432962976350813e-05,-0.0012695212702923848,0.0012863615950216853,-0.0007403831443351824,-0.00026318658710823507,0.00023706075538137706,0.0018075609832537026,0.0008207509864699044,6.8863766520985115,-2.735670889767703e-06,-3.9020861562880144e-05,5.356395819474043e-05,-2.5671650263910716e-05,-9.959590287767041e-05,0.0002304050830740995,-4.380349588963735e-05,-8.763885158620555e-06,1.2734224691267342e-05,1.3368873954392274e-05,5.444484286599038e-06,-5.332014244461049e-06,1.8036354847216655e-06,6.94535614681124e-05,-7.584773053620478e-05
